Date,Time,Ptch(rad),Roll(rad),Yaw(rad),FM(...),1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),GPS,Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),VFAS(V),GSpd(kmh),Hdg(@),Bat_(%),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,LSW,TxBat(V)
2020-04-17,19:40:40.680,0.01,0.02,0.35,0,30,30,100,78,2,25,25,100,74,50.379035 -4.793643,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:41.200,0.01,0.02,0.35,0,29,29,100,80,2,25,25,100,68,50.379035 -4.793642,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:41.700,0.01,0.02,0.35,0,30,30,100,77,2,25,25,100,72,50.379035 -4.793642,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:42.210,0.01,0.02,0.35,0,30,30,100,61,2,25,24,100,69,50.379034 -4.793642,-1,15,11.4,0.0,0,11.4,0.4,16.59,50,0,5,-1024,0,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:42.720,0.01,0.02,0.36,0,29,29,100,79,2,25,24,100,71,50.379034 -4.793641,-1,15,11.4,0.0,0,11.4,0.2,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:43.250,0.01,0.02,0.36,0,29,29,100,78,2,25,25,100,70,50.379034 -4.793641,-1,15,11.4,0.0,0,11.4,0.2,16.59,50,2,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:43.770,0.01,0.02,0.36,0,29,29,100,78,2,25,25,100,68,50.379033 -4.793641,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:44.320,0.01,0.02,0.36,0,31,31,100,79,2,25,24,100,72,50.379033 -4.793641,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,2,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:44.850,0.01,0.02,0.36,0,30,30,100,79,2,25,24,100,69,50.379033 -4.793640,-1,15,11.4,0.0,0,11.4,0.2,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:45.380,0.01,0.02,0.36,0,30,30,100,77,2,25,25,100,69,50.379033 -4.793640,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:45.900,0.01,0.02,0.36,0,29,29,100,78,2,25,25,100,71,50.379032 -4.793640,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:46.420,0.01,0.02,0.36,0,30,30,100,74,2,25,25,100,69,50.379032 -4.793640,-1,15,11.4,0.0,0,11.4,0.0,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:46.930,0.01,0.02,0.36,0,29,29,100,78,2,25,25,100,72,50.379032 -4.793640,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:47.460,0.01,0.02,0.37,0,30,30,100,62,2,25,25,100,71,50.379031 -4.793640,-1,15,11.4,0.0,0,11.4,0.0,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:48.020,0.01,0.02,0.37,0,29,29,100,78,2,25,25,100,69,50.379031 -4.793640,-1,15,11.4,0.0,0,11.4,0.0,16.59,50,0,5,-1024,-3,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:48.540,0.01,0.02,0.37,0,30,30,100,59,2,25,25,100,69,50.379031 -4.793640,-1,15,11.4,0.0,0,11.4,0.3,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:49.040,0.01,0.02,0.37,0,29,29,100,78,2,25,25,100,66,50.379031 -4.793640,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:49.560,0.01,0.02,0.37,0,31,31,100,77,2,25,25,100,71,50.379031 -4.793640,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-18,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:50.080,0.01,0.02,0.37,0,30,30,100,81,2,25,25,100,67,50.379031 -4.793640,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-18,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:50.630,0.01,0.02,0.37,0,30,30,100,80,2,25,25,100,72,50.379031 -4.793640,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:51.150,0.01,0.02,0.37,0,30,30,100,75,2,25,25,100,68,50.379031 -4.793640,-1,15,11.4,0.0,0,11.4,0.2,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:51.690,0.01,0.02,0.37,0,31,31,100,77,2,25,25,100,68,50.379031 -4.793640,-1,15,11.4,0.0,0,11.4,0.2,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:52.210,0.01,0.02,0.37,0,30,30,100,78,2,25,25,100,68,50.379031 -4.793640,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:52.730,0.01,0.02,0.38,0,29,29,100,78,2,25,25,100,68,50.379030 -4.793640,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:53.240,0.01,0.02,0.38,0,30,30,100,81,2,25,25,100,71,50.379030 -4.793640,-1,15,11.4,0.0,0,11.4,0.2,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:53.750,0.01,0.02,0.38,0,30,30,100,82,2,25,25,100,72,50.379030 -4.793640,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:54.250,0.01,0.02,0.38,0,29,29,100,78,2,25,25,100,72,50.379030 -4.793640,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:54.770,0.01,0.02,0.38,0,29,29,100,79,2,25,25,100,69,50.379030 -4.793640,0,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:55.270,0.01,0.02,0.38,0,30,30,100,82,2,25,25,100,69,50.379030 -4.793640,0,15,11.4,0.0,0,11.4,0.0,16.59,50,2,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:55.770,0.01,0.02,0.38,0,30,30,100,64,2,25,25,100,68,50.379030 -4.793640,0,15,11.4,0.0,0,11.4,0.2,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:56.270,0.01,0.02,0.38,0,30,30,100,77,2,25,25,100,71,50.379030 -4.793640,0,15,11.4,0.0,0,11.4,0.1,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:56.780,0.01,0.02,0.38,0,29,29,100,77,2,25,25,99,68,50.379030 -4.793640,0,15,11.4,0.0,0,11.4,0.2,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:57.310,0.01,0.02,0.38,0,30,30,100,79,2,25,25,100,71,50.379030 -4.793640,0,15,11.4,0.0,0,11.4,0.2,16.59,50,2,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:57.850,0.01,0.02,0.38,0,29,29,100,75,2,25,25,100,69,50.379030 -4.793640,0,15,11.4,0.0,0,11.4,0.2,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:58.380,0.01,0.02,0.39,0,30,30,100,79,2,25,25,100,70,50.379030 -4.793640,0,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:58.900,0.01,0.02,0.39,0,30,30,100,76,2,25,25,100,70,50.379030 -4.793640,0,15,11.4,0.0,0,11.4,0.1,16.59,50,2,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:59.420,0.01,0.02,0.39,0,30,30,100,77,2,25,25,99,67,50.379031 -4.793639,0,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:40:59.940,0.01,0.02,0.39,0,29,29,100,79,2,25,25,100,69,50.379031 -4.793639,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:00.460,0.01,0.02,0.39,0,30,30,100,72,2,25,25,100,71,50.379031 -4.793639,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:00.980,0.01,0.02,0.39,0,30,30,100,78,2,25,25,100,68,50.379031 -4.793638,-1,15,11.4,0.0,0,11.4,0.0,16.59,50,2,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:01.490,0.01,0.02,0.39,0,32,32,100,79,2,25,25,100,70,50.379032 -4.793638,-1,15,11.4,0.0,0,11.4,0.2,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:02.000,0.01,0.02,0.39,0,30,30,100,53,2,25,25,100,69,50.379032 -4.793638,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:02.510,0.01,0.02,0.39,0,29,29,100,79,2,25,25,99,70,50.379032 -4.793638,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:03.070,0.01,0.02,0.39,0,29,29,100,82,2,25,25,100,69,50.379033 -4.793637,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:03.590,0.01,0.02,0.40,0,29,29,100,77,2,25,25,100,68,50.379033 -4.793637,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,8,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:04.090,0.01,0.02,0.40,0,29,29,100,80,2,25,25,100,70,50.379033 -4.793637,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:04.610,0.01,0.02,0.40,0,30,30,100,80,2,25,25,100,67,50.379034 -4.793637,-1,15,11.4,0.0,0,11.4,0.2,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:05.120,0.01,0.02,0.40,0,30,30,100,77,2,25,25,100,68,50.379034 -4.793637,-1,15,11.4,0.0,0,11.4,0.3,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:05.660,0.01,0.02,0.40,0,29,29,100,80,2,25,25,100,71,50.379035 -4.793637,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:06.200,0.01,0.02,0.40,0,31,31,100,78,2,25,25,100,69,50.379035 -4.793637,-1,15,11.4,0.0,0,11.4,0.0,16.59,50,2,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:06.730,0.01,0.02,0.40,0,30,30,100,77,2,25,25,100,71,50.379035 -4.793637,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:07.260,0.01,0.02,0.40,0,30,30,100,78,2,25,25,100,68,50.379035 -4.793637,-1,15,11.4,0.0,0,11.4,0.2,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:07.790,0.01,0.02,0.40,0,29,29,100,80,2,25,25,100,68,50.379035 -4.793637,-1,15,11.4,0.0,0,11.4,0.2,16.59,50,0,5,-1024,0,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:08.300,0.01,0.02,0.40,0,29,29,100,78,2,25,25,100,71,50.379036 -4.793637,-1,15,11.4,0.0,0,11.4,0.2,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:08.800,0.01,0.02,0.41,0,29,29,100,78,2,25,25,99,69,50.379036 -4.793637,-1,15,11.4,0.0,0,11.4,0.2,16.59,50,2,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:09.300,0.01,0.02,0.41,0,30,30,100,76,2,25,25,100,71,50.379036 -4.793637,-1,15,11.4,0.0,0,11.4,0.2,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:09.820,0.01,0.02,0.41,0,30,30,100,78,2,25,25,100,70,50.379036 -4.793637,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:10.320,0.01,0.02,0.41,0,30,30,100,51,2,25,25,100,71,50.379036 -4.793637,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:10.850,0.01,0.02,0.41,0,29,29,100,79,2,25,25,100,68,50.379036 -4.793636,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:11.370,0.01,0.02,0.41,0,30,30,100,78,2,25,25,100,71,50.379036 -4.793636,-1,15,11.4,0.0,0,11.4,0.0,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:11.910,0.01,0.02,0.41,0,30,30,100,77,2,25,25,100,71,50.379036 -4.793636,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:12.440,0.01,0.02,0.41,0,29,29,100,81,2,25,25,99,70,50.379036 -4.793636,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:12.980,0.01,0.02,0.41,0,31,31,100,75,2,25,25,100,72,50.379036 -4.793635,-1,15,11.4,0.0,0,11.4,0.0,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:13.500,0.01,0.02,0.41,0,30,30,100,78,2,25,25,100,71,50.379036 -4.793635,-1,15,11.4,0.0,0,11.4,0.3,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:14.020,0.01,0.02,0.42,0,30,30,100,80,2,25,25,100,69,50.379036 -4.793635,-1,15,11.4,0.0,0,11.4,0.0,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:14.530,0.01,0.02,0.42,0,31,31,100,77,2,25,25,100,68,50.379036 -4.793635,-1,15,11.4,0.0,0,11.4,0.2,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:15.040,0.01,0.02,0.42,0,31,31,100,77,2,25,25,100,69,50.379036 -4.793635,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:15.540,0.01,0.02,0.42,0,30,30,100,81,2,25,25,100,67,50.379036 -4.793635,-1,15,11.4,0.0,0,11.4,0.2,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:16.050,0.01,0.02,0.42,0,30,30,100,76,2,25,25,100,69,50.379036 -4.793635,-1,15,11.4,0.0,0,11.4,0.2,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:16.560,0.01,0.02,0.42,0,30,30,100,60,2,25,25,100,72,50.379035 -4.793635,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:17.090,0.01,0.02,0.42,0,30,30,100,77,2,25,25,100,70,50.379035 -4.793635,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:17.670,0.01,0.02,0.42,0,29,29,100,79,2,25,25,100,71,50.379035 -4.793635,-1,15,11.4,0.0,0,11.4,0.2,16.59,50,0,5,-1024,0,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:18.210,0.01,0.02,0.42,0,30,30,100,79,2,25,25,99,69,50.379035 -4.793635,-1,15,11.4,0.0,0,11.4,0.2,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:18.740,0.01,0.02,0.42,0,29,29,100,78,2,25,25,100,70,50.379034 -4.793635,-1,15,11.4,0.0,0,11.4,0.0,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:19.290,0.01,0.02,0.43,0,29,29,100,77,2,25,25,100,70,50.379034 -4.793635,-1,15,11.4,0.0,0,11.4,0.3,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:19.810,0.01,0.02,0.43,0,30,30,100,79,2,25,25,100,73,50.379034 -4.793635,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:20.350,0.01,0.02,0.43,0,31,31,100,83,2,25,25,100,71,50.379034 -4.793635,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:20.860,0.01,0.02,0.43,0,29,29,100,78,2,25,25,100,69,50.379033 -4.793635,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:21.380,0.01,0.02,0.43,0,30,30,100,81,2,25,24,100,71,50.379033 -4.793635,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:21.880,0.01,0.02,0.43,0,29,29,100,80,2,25,25,100,69,50.379033 -4.793635,-1,15,11.4,0.0,0,11.4,0.2,16.59,50,2,5,-1024,-3,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:22.400,0.01,0.02,0.43,0,31,31,100,82,2,25,25,100,69,50.379033 -4.793635,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,8,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:22.920,0.01,0.02,0.43,0,29,29,100,78,2,25,25,99,69,50.379032 -4.793635,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,0,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:23.420,0.01,0.02,0.43,0,30,30,100,78,2,25,25,99,70,50.379032 -4.793635,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,2,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:23.930,0.01,0.02,0.43,0,29,29,100,76,2,25,25,100,68,50.379032 -4.793635,-1,15,11.4,0.0,0,11.4,0.1,16.59,50,0,5,-1024,-3,-18,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
2020-04-17,19:41:24.440,0.01,0.02,0.43,0,29,29,100,82,2,25,25,100,74,50.379031 -4.793634,-1,15,11.4,0.0,0,11.4,0.0,16.59,50,0,5,-1024,-3,-19,-1024,-17,-30,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000166,7.4
